Title Searched,Year Searched,Director Searched,Publication,Score,Critic,Snippet,Date Written
MISERICORDIA,2024,Alain Guiraudie,The New Yorker,80,Richard Brody,"Misericordia is, fundamentally, a snappy and satisfying entertainment, a thriller that thrills.","Mar 24, 2025"
MISERICORDIA,2024,Alain Guiraudie,The Irish Times,80,Tara Brady,"The director of Stranger by the Lake returns to the deadpan, sexually unstable working-class environs that have shaped many of his previous films with this pleasingly confounding tale of displaced characters and desires.","Mar 26, 2025"
MISERICORDIA,2024,Alain Guiraudie,Slant Magazine,75,Brad Hanford,"Misericordia finds Alain Guiraudie revisiting old standbys under a relatively conventional set of aesthetic strategies. Fortunately, the ideas roiling under the former wildman’s newly placid surfaces are as potent as ever.","Sep 10, 2024"
MISERICORDIA,2024,Alain Guiraudie,The A.V. Club,75,Ignatiy Vishnevetsky,"While it lacks the surrealistic and fairy-tale elements that distinguish many of Guiraudie’s films (among them Sunshine For The Poor, Time Has Come, and Staying Vertical), Misericordia is nonetheless pervaded by a casual dreaminess and a disregard for the strictures of realism that leads in some (intentionally) silly directions.","Mar 20, 2025"
MISERICORDIA,2024,Alain Guiraudie,Original-Cin,75,Liz Braun,"Moments of brilliance notwithstanding, the comedy and the dark look at human nature in Misericordia never quite meld. For any student of human nature, that unreliable narrator and the gang of unlikeable characters may eventually wear thin.","Mar 25, 2025"
MISERICORDIA,2024,Alain Guiraudie,The Hollywood Reporter,70,Jordan Mintzer,"The two movies don’t always crystallize into one, and if you’re looking for a credible crime thriller in which everyone behaves logically, Misericordia may not be for you. If, on the other hand, you’re looking for an exploration of repressed sexual desire and religious hypocrisy in backwoods France, Guiraudie’s strange and sober new film does the trick.","May 27, 2024"
MISERICORDIA,2024,Alain Guiraudie,Wall Street Journal,70,Zachary Barnes,"By its end, “Misericordia” emerges as a drama by turns chilling and absurd, with some of its twists daring us toward incredulity. Yet Mr. Guiraudie’s mix of mischief-making and straight-faced conviction keeps us continuously unsettled, and continuously curious.","Mar 20, 2025"
MISERICORDIA,2024,Alain Guiraudie,Paste Magazine,68,Jim Vorel,"At times arrestingly suspenseful, at others bitterly funny, but often inert in its transitions, Misericordia is an occasionally confounding mixed bag, but one that stands out for the realistic recriminations of a place where grievances run deep and mercy comes with strings attached.","Mar 21, 2025"
GRAND TOUR,2024,Miguel Gomes,The New York Times,100,Natalia Winkelman,"Beauty is pleasurable, but the film’s use of evocative visuals to focus on storytelling more broadly is what makes it a quiet knockout.","Mar 27, 2025"
GRAND TOUR,2024,Miguel Gomes,Los Angeles Times,100,Tim Grierson,"The characters’ dilemma may, ultimately, be meaningless set against the ebbs and flows of history, but Gomes, who won the directing prize at last year’s Cannes Film Festival, invests it with such elegance that it becomes nearly mythic: a touching fable of cowardice and devotion with tragic undertones. The scenes may be dreamlike, but they’re our shared dream of being swept away by the movies.","Mar 28, 2025"
GRAND TOUR,2024,Miguel Gomes,The Film Stage,91,Rory O'Connor,"It all comes together beautifully, a film to stimulate curious corners of the mind and adventurous parts of the spirit.","May 27, 2024"
GRAND TOUR,2024,Miguel Gomes,Screen Daily,90,Jonathan Romney,"A hypnotic and inventive Asian odyssey ... The viewer may not know exactly where Gomes and his characters are headed, but the journey is pursued with wit, imagination and intelligence, and delivers oblique insights about the way we see the world and history.","May 22, 2024"
GRAND TOUR,2024,Miguel Gomes,Variety,90,Jessica Kiang,"But for anyone feeling a pessimism creeping in like slow poison and taking the edge off any appetite for adventure, Portuguese singularity Miguel Gomes comes like a comet across the Cannes competition with “Grand Tour,” an enchanting, enlivening, era-spanning, continent-crossing travelogue that runs the very serious risk of infecting you with the antidote: a potent dose of wanderlust-for-life.","May 22, 2024"
GRAND TOUR,2024,Miguel Gomes,New York Magazine (Vulture),90,Bilge Ebiri,"The film returns us to a childlike gaze, marveling at a world alive with possibility, where every sight lives on a continuum of meaning.","Oct 10, 2024"
GRAND TOUR,2024,Miguel Gomes,Slant Magazine,88,Brad Hanford,"If Tabu locates the colonial mindset in madness and obsession, Grand Tour does so in cowardice and obliviousness.","Oct 2, 2024"
GRAND TOUR,2024,Miguel Gomes,The A.V. Club,83,Alex Lei,"Gomes picks apart an imagined past by experiencing its present, at the same time sharply unpacking the screwball comedy by separating the running man and the pursuing woman.","Mar 26, 2025"
GRAND TOUR,2024,Miguel Gomes,The Guardian,80,Peter Bradshaw,"It is elegant, eccentric and needs some time to be indulged. ... And yes, it is six parts beguiling to one part exasperating. But ... it leaves you with a gentle, bemused smile on your face.","May 22, 2024"
GRAND TOUR,2024,Miguel Gomes,The Film Verdict,78,Deborah Young,"Gomes is a director poised between ironic narrative and experimentalism pure and simple, and his films (often described as strange, lyrical and hypnotizing) divide audiences into the visionaries and the unconvinced.","May 23, 2024"
GRAND TOUR,2024,Miguel Gomes,RogerEbert.com,75,Glenn Kenny,"Viewers looking for a tidy narrative and gratifying conclusions will come up short with this movie. But if you can roll with atmospherics that are their own reason for being, “Grand Tour” has plenty, and they’re all beautifully realized.","Mar 28, 2025"
GRAND TOUR,2024,Miguel Gomes,TheWrap,70,Chase Hutchinson,"It is a wholly uncompromising experience that dances with mirth and melancholy. Proving to be evocative in one moment and unrelentingly exhausting in the next, it’s as gorgeous to behold visually as it is hard to completely embrace thematically. And yet, if you abandon yourself to it by the end as one character says, you can catch glimpses of something spectacularly sublime in the vast journey that it takes on.","May 27, 2024"
GRAND TOUR,2024,Miguel Gomes,IndieWire,67,David Ehrlich,"But for all the luminous beauty of its images, ""Grand Tour"" sorely lacks a current strong enough to sustain the thoughts that flow between them, compelling as some of those thoughts may be.","May 22, 2024"
GRAND TOUR,2024,Miguel Gomes,The Hollywood Reporter,60,Jordan Mintzer,"Fans of Gomes’ breakthrough 2012 feature, Tabu, will find much to love here as well, and in terms of craft his latest offers some truly beguiling moments. But anyone looking for a good story, or characters to get hooked on, may find themselves admiring the scenery without ever relishing it.","May 22, 2024"
GRAND TOUR,2024,Miguel Gomes,Collider,60,Aidan Kelley,"The film does show that Gomes is capable of making an authentic period piece and a stunning documentary, but the attempt of trying to do both at the same time has led to an unusual experiment that will leave one scratching their head.","Jan 21, 2025"
THE MISSING PICTURE,2013,Rithy Panh,Time Out,100,Joshua Rothkopf,"Either via clay dolls or fragile flesh, the truth is unmissable—as is Panh’s film itself.","Mar 18, 2014"
THE MISSING PICTURE,2013,Rithy Panh,Village Voice,100,Stephanie Zacharek,"The Missing Picture is so immediate, so vital, it practically breathes. Not all memoirs need to exist. But the gentle urgency of Panh's story is right there in the filmmaking. This is a story that had to be told. Even in its stillness, it moves.","Mar 18, 2014"
THE MISSING PICTURE,2013,Rithy Panh,The New York Times,100,Manohla Dargis,The audacity of The Missing Picture — a brilliant documentary about a child who held on to life in Cambodia’s killing fields — is equaled only by its soulfulness.,"Mar 19, 2014"
THE MISSING PICTURE,2013,Rithy Panh,Washington Post,100,Michael O'Sullivan,"As haunting as it is haunted, The Missing Picture leaves viewers’ heads rattling with ghosts.","Apr 3, 2014"
THE MISSING PICTURE,2013,Rithy Panh,Philadelphia Inquirer,100,Steven Rea,"In his own profound and ingenious way, Panh has brought the pictures and the thoughts together again.","Apr 4, 2014"
THE MISSING PICTURE,2013,Rithy Panh,The A.V. Club,91,A.A. Dowd,"The Missing Picture might have felt academic, even coldly removed, were it not for its scathing narration, penned by Panh (with Christophe Bataille) and read by Randal Douc.","Mar 13, 2014"
THE MISSING PICTURE,2013,Rithy Panh,Los Angeles Times,90,Kenneth Turan,"The Missing Picture is personal and unexpected, a documentary that mixes media in an unusual way to very potent effect.","Oct 3, 2013"
THE MISSING PICTURE,2013,Rithy Panh,The Dissolve,90,Scott Tobias,"This film confirms that Panh approaches the past not as a historian, but as an artist, and an exceptionally vital one at that.","Mar 18, 2014"
THE MISSING PICTURE,2013,Rithy Panh,Wall Street Journal,90,Joe Morgenstern,"These miniatures magnify their subjects, and ennoble them. The picture is anguishing to see, but it isn't missing anymore.","Mar 20, 2014"
THE MISSING PICTURE,2013,Rithy Panh,New York Post,88,Farran Smith Nehme,"Panh’s technique achieves things a conventional documentary could not, as when he pans across dozens of the clay figures jumbled in a box, in a shot that calls up both the toys of childhood, and graves.","Mar 20, 2014"
THE MISSING PICTURE,2013,Rithy Panh,Boston Globe,88,Peter Keough,His film aspires to a poetry about barbarism that will not let us forget.,"Apr 3, 2014"
THE MISSING PICTURE,2013,Rithy Panh,Portland Oregonian,83,Marc Mohan,"The Missing Picture feels akin to last year's great documentary, ""The Act of Killing.""","Apr 16, 2014"
THE MISSING PICTURE,2013,Rithy Panh,Variety,80,Justin Chang,"The film is a brave act of witness complicated by the documaker’s decision to re-create his experiences using clay figurines, a tricky aesthetic device that raises fascinating and problematic questions of representation.","Oct 3, 2013"
THE MISSING PICTURE,2013,Rithy Panh,Time Out London,80,Trevor Johnston,"The effect is talismanic: overlaid by a thoughtful voiceover, it invites the audience to share the pain in a cathartic act of imaginative reclamation.","Dec 17, 2013"
THE MISSING PICTURE,2013,Rithy Panh,Film.com,80,Jordan Hoffman,"A gripping, fascinating and visually arresting memoir.","Jan 1, 2014"
THE MISSING PICTURE,2013,Rithy Panh,Empire,80,David Parkinson,"Powerful and mesmerising, this offers an fresh approach to a tough topic.","Jan 1, 2014"
THE MISSING PICTURE,2013,Rithy Panh,Total Film,80,Philip Kemp,Panh’s commentary – spoken in French by Randal Douc – searingly sets the context.,"Jan 1, 2014"
THE MISSING PICTURE,2013,Rithy Panh,New York Daily News,80,Jordan Hoffman,This chronicle is impossible not to watch.,"Mar 20, 2014"
THE MISSING PICTURE,2013,Rithy Panh,Slant Magazine,75,Nick McCarthy,"Paramount to molding a narrative of war and totalitarianism, however, is the inventive aesthetic in which Panh frames his memoir: a hypnotic hybrid of bleak archival footage, thoughtful voiceover, tone-dictating music, and—most significantly—homemade clay-figurine dioramas.","Oct 3, 2013"
THE MISSING PICTURE,2013,Rithy Panh,The Playlist,75,Jessica Kiang,"If some elements are more successful than others in achieving a balance between the public and the private, between the story of a nation’s ruination and that of a family’s annihilation, it remains a shocking, poignant and soulful tribute to lives ended and to innocence lost in the country’s notorious Killing Fields.","Jan 29, 2014"
THE MISSING PICTURE,2013,Rithy Panh,Chicago Sun-Times,75,Bill Stamets,The Missing Picture is a wrenching yet tender memoir by Rithy Panh about life and death in the time of Pol Pot.,"Mar 13, 2014"
THE MISSING PICTURE,2013,Rithy Panh,RogerEbert.com,75,Christy Lemire,"As an examination of memory and experience and how they shape us, The Missing Picture is meaningful beyond its specific subject matter.","Mar 21, 2014"
THE MISSING PICTURE,2013,Rithy Panh,The Hollywood Reporter,70,Neil Young,A deliberately distanced but often harrowing vision of a living hell.,"Oct 3, 2013"
BOWLING FOR COLUMBINE,2002,Michael Moore,San Francisco Chronicle,100,Jonathan Curiel,Documentary reaches an exalted level of filmmaking. It explains the very fabric of American society.,
BOWLING FOR COLUMBINE,2002,Michael Moore,Chicago Tribune,100,Michael Wilmington,"Moore's best movie, and one of the most blisteringly effective polemics and documentaries ever.",
BOWLING FOR COLUMBINE,2002,Michael Moore,Rolling Stone,100,Peter Travers,This volcanically funny and seriously scary look at America's obsession with guns is meant to shake us up good. And it does.,
BOWLING FOR COLUMBINE,2002,Michael Moore,Time,90,Richard Corliss,"Rambunctious, disturbing, often hilarious new documentary.",
BOWLING FOR COLUMBINE,2002,Michael Moore,Variety,90,Lisa Nesselson,"The sparks fly thanks to Moore's patented blend of curveball research, expedient juxtaposition, genuine satire and bottomless chutzpah.",
BOWLING FOR COLUMBINE,2002,Michael Moore,ReelViews,88,James Berardinelli,"Imperfect as it may be, Bowling for Columbine is riveting stuff.",
BOWLING FOR COLUMBINE,2002,Michael Moore,Chicago Sun-Times,88,Roger Ebert,Both hilarious and sorrowful.,
BOWLING FOR COLUMBINE,2002,Michael Moore,Boston Globe,88,Wesley Morris,Moore's roving essay feels even more urgent now than it did when the jury had to make up an award to honor it at the Cannes film festival in May.,
BOWLING FOR COLUMBINE,2002,Michael Moore,Miami Herald,88,Rene Rodriguez,"That broad range of subject matter is indicative of the messy, meandering structure of the movie. But if Moore fails to tie this unwieldy movie into a lucid thesis, at least every tangent he chases down has its own payoff.",
BOWLING FOR COLUMBINE,2002,Michael Moore,Portland Oregonian,83,Shawn Levy,"Impressively reframes the gun-control debate in terms that advocates of both sides might find fruitful, but Moore doesn't do anything to shed his reputation as a snot.",
BOWLING FOR COLUMBINE,2002,Michael Moore,The New Yorker,80,David Denby,"When he follows his nose -- say, by tracing his own connections to Eric Harris, one of the Columbine shooters -- he implicates himself in what he hates and fears, and he emerges as a wounded patriot searching for a small measure of clarity.  [28 October 2002, p. 119]",
BOWLING FOR COLUMBINE,2002,Michael Moore,The A.V. Club,80,Nathan Rabin,"Often uproariously funny, even though much of its queasy power comes from its acknowledgment that some matters are too horrifying to be washed away with cheap laughter, or packaged into soundbites.",
BOWLING FOR COLUMBINE,2002,Michael Moore,Charlotte Observer,75,Lawrence Toppman,"At its best, the movie powerfully indicts our violent history. A montage of bloody U.S. interventions in foreign affairs over the last half-century, most overthrowing elected governments we didn't like, left me shaken.",
BOWLING FOR COLUMBINE,2002,Michael Moore,New York Daily News,75,Jami Bernard,"Moore brilliantly unmasks the inanity of the arguments used in the debate over gun control in America. He then undermines himself by leaping into the blame game without supporting his central thesis, that the media is what makes teens like the ones at Columbine turn around and shoot up their schools.",
BOWLING FOR COLUMBINE,2002,Michael Moore,The Globe and Mail (Toronto),75,Rick Groen,"Moore continues another one infinitely more valuable -- the proud line that extends right back to Mark Twain, embracing all those satirists so enamoured with America at its best that they won't stand silent for America at its worst.",
BOWLING FOR COLUMBINE,2002,Michael Moore,Philadelphia Inquirer,75,Carrie Rickey,"Irreverent, provocative and provoking.",
BOWLING FOR COLUMBINE,2002,Michael Moore,Entertainment Weekly,75,Lisa Schwarzbaum,"Even Moore's target ticket-buyers are likely to squirm with concern, unsure of who the real weasels and idiots are in this large, unkempt, rambunctious country of ours.",
BOWLING FOR COLUMBINE,2002,Michael Moore,Christian Science Monitor,75,David Sterritt,"Moore turns the camera on himself too often for comfort, but he provides an eye-opening array of facts and revelations.",
BOWLING FOR COLUMBINE,2002,Michael Moore,Los Angeles Times,70,Kenneth Turan,"Moore's concern about issues is genuine, and his showboating technique is often entertaining. But he is not the most organized person in the world, and there is a scattershot randomness about this film that is both its essence and a source of frustration.",
BOWLING FOR COLUMBINE,2002,Michael Moore,Film Threat,70,Mark A. Altman,"It&#146;s a welcome addition to the national debate, which while not always on the money, is consistently thoughtful, smart and thoroughly satisfying.",
BOWLING FOR COLUMBINE,2002,Michael Moore,The New York Times,70,Dana Stevens,"Disturbing, infuriating and often very funny film.",
BOWLING FOR COLUMBINE,2002,Michael Moore,Chicago Reader,70,Jonathan Rosenbaum,Moore's best film to date is this comic and grimly entertaining reflection on America's gun craziness and why we kill one another.,
BOWLING FOR COLUMBINE,2002,Michael Moore,TV Guide Magazine,70,Ken Fox,It does get K-Mart to pull handgun and assault ammunition from their shelves after two Columbine survivors show up at corporate headquarters with Moore's camera crew in tow and bullets bought for 13 cents apiece at a K-Mart store still embedded in their bodies.,
BOWLING FOR COLUMBINE,2002,Michael Moore,Austin Chronicle,67,Marjorie Baumgarten,"Fun and informative, thoughtful and thought-provoking.",
BOWLING FOR COLUMBINE,2002,Michael Moore,Washington Post,60,Desson Thomson,"Moore provides a rather rambling discourse of causality, which includes racism, white flight and Africanized bees.",
BOWLING FOR COLUMBINE,2002,Michael Moore,Slate,60,David Edelstein,"Something appalling about the way he turns to the camera with a look of sorrow: Michael Moore as a suffering Christ. It's an insult to his own movie, which at its considerable best transcends his thuggish personality.",
BOWLING FOR COLUMBINE,2002,Michael Moore,Washington Post,60,Ann Hornaday,The only thing wrong with Bowling for Columbine is Moore himself.,
BOWLING FOR COLUMBINE,2002,Michael Moore,Seattle Post-Intelligencer,58,William Arnold,"It's vintage Moore: on one level the courageous act of a gutsy journalist, and, on another, a callously unfair and self-serving spectacle that makes Moore seem like a big bully, and puts his audience into the position of a vigilante mob.",
BOWLING FOR COLUMBINE,2002,Michael Moore,Village Voice,50,J. Hoberman,"It's poorly structured, a half-hour too long, and devotedly fixated on the filmmaker's persona.",
BOWLING FOR COLUMBINE,2002,Michael Moore,Baltimore Sun,50,Michael Sragow,Shallow and one-sided.,
BOWLING FOR COLUMBINE,2002,Michael Moore,Dallas Observer,50,Luke Y. Thompson,Where Bowling for Columbine is at its most valuable is in its examination of America's culture of fear as a root cause of gun violence.,
BOWLING FOR COLUMBINE,2002,Michael Moore,L.A. Weekly,50,John Powers,It seems to have been made to delight European intellectuals and anyone else who believes that America is a land of bloodthirsty yet comical barbarians.,
TO A LAND UNKNOWN,2024,Mahdi Fleifel,IndieWire,91,Sophie Monks Kaufman,"To a Land Unknown is a tour-de-force of empathic storytelling, with its genre narrative bursting with an overabundance of humanity.","Jun 5, 2024"
TO A LAND UNKNOWN,2024,Mahdi Fleifel,The Film Verdict,90,Adham Youssef,"Fleifel’s influences are many, from 1970’s Hollywood to Palestinian poetry to American novels, as he readily admits in his interviews, but To A Land Unknown is unique in its brutal realism; a heartbreaking tribute to exiled people.","Jun 5, 2024"
TO A LAND UNKNOWN,2024,Mahdi Fleifel,Screen Daily,90,Robert Daniels,"Arrestingly plotted and bracingly acted, this story about the biting hardships faced by refugees who have left the danger of their homeland only to be left nationless could hardly be more relevant.","Jun 5, 2024"
TO A LAND UNKNOWN,2024,Mahdi Fleifel,Variety,90,Catherine Bray,To a Land Unknown is a film crafted with tremendous empathy.,"Jun 5, 2024"
TO A LAND UNKNOWN,2024,Mahdi Fleifel,The Film Stage,83,David Katz,"With inspiration taken from the somber wave of ’70s American buddy movies, To a Land Unknown will comfortably endear itself to audiences, avoiding anything overly discursive so it can thrive provoking anger and pathos.","Jun 5, 2024"
TO A LAND UNKNOWN,2024,Mahdi Fleifel,The Hollywood Reporter,80,Jordan Mintzer,A sober and sincere refugee story.,"Jun 5, 2024"
TO A LAND UNKNOWN,2024,Mahdi Fleifel,The Irish Times,80,Donald Clarke,"This is an uncomfortable film, but one that sweeps you along in its momentum.","Feb 13, 2025"
DOC 10: THE INFILTRATORS,2019,"Cristina Ibarra, Alex Rivera",The Hollywood Reporter,90,John DeFore,Ibarra and Rivera maintain an effortless balance between genre-rooted entertainment and concern for real human suffering caused by governmental policies. They get viewers wrapped up enough in the narrative that it takes a while to appreciate the courage required to set it in motion.,"Apr 16, 2020"
DOC 10: THE INFILTRATORS,2019,"Cristina Ibarra, Alex Rivera",Washington Post,88,Ann Hornaday,"Intriguing, marvelously inventive documentary.","Apr 29, 2020"
DOC 10: THE INFILTRATORS,2019,"Cristina Ibarra, Alex Rivera",The Guardian,80,Jordan Hoffman,The varied ingredients blend together well.,"Apr 16, 2020"
DOC 10: THE INFILTRATORS,2019,"Cristina Ibarra, Alex Rivera",TheWrap,80,Carlos Aguilar,"The Infiltrators is eye-opening on both sides: It delivers an encouraging example of the power of a united people, and it opens a window into the abuses and inhumane separations that are carried out under the guise of protecting the nation.","Apr 16, 2020"
DOC 10: THE INFILTRATORS,2019,"Cristina Ibarra, Alex Rivera",Los Angeles Times,80,Mark Olsen,"With The Infiltrators there is an audacity, an unrestrained boldness, to both the events depicted onscreen and the way in which they are portrayed in the movie itself.","May 1, 2020"
DOC 10: THE INFILTRATORS,2019,"Cristina Ibarra, Alex Rivera",IndieWire,75,Eric Kohn,"The experimental approach takes some time to settle in and doesn’t always click, but at its best, The Infiltrators manages to personalize the undocumented struggle by transforming it into an unlikely blend of activism and suspense that makes a compelling case for the abolishment of ICE.","Apr 16, 2020"
DOC 10: THE INFILTRATORS,2019,"Cristina Ibarra, Alex Rivera",Chicago Tribune,75,Katie Walsh,"Despite its unevenness, it's impossible to look away from The Infiltrators, due to the sheer audacity of the activists and their willingness to risk their safe but shadowy existence in the United States for this cause.","Apr 29, 2020"
DOC 10: THE INFILTRATORS,2019,"Cristina Ibarra, Alex Rivera",The New York Times,70,Teo Bugbee,"Jumping between wildly dissimilar styles makes for an occasionally jarring film. Yet despite this awkwardness, the movie works.","Apr 30, 2020"
DOC 10: THE INFILTRATORS,2019,"Cristina Ibarra, Alex Rivera",Wall Street Journal,70,Joe Morgenstern,"For all its imperfections, this docudrama with an agitprop heart finds a surprising way into the subject of undocumented immigrants languishing in detention centers.","Apr 30, 2020"
DOC 10: THE INFILTRATORS,2019,"Cristina Ibarra, Alex Rivera",Film Threat,70,Lorry Kikta,"If you have a strong distaste for ICE as I do, you will love the way these kids get one over on them in The Infiltrators.","May 1, 2020"
DOC 10: THE INFILTRATORS,2019,"Cristina Ibarra, Alex Rivera",Austin Chronicle,67,Richard Whittaker,"Fascinating as the The Infiltrators is, it remains a beginner’s primer to the for-profit immigration system with an oddly jaunty narrative over the top. Like the NIYA activists, its heart may be bigger than its head sometimes, but that’s not the world’s biggest sin.","Apr 16, 2020"
DOC 10: THE INFILTRATORS,2019,"Cristina Ibarra, Alex Rivera",RogerEbert.com,63,Matt Fagerholm,"In some ways, The Infiltrators is reminiscent of 2018’s under-seen gem “American Animals” in how it blurs the line between narrative and documentary while incorporating genre tropes into the nonfiction medium.","May 1, 2020"
DOC 10: THE INFILTRATORS,2019,"Cristina Ibarra, Alex Rivera",Slant Magazine,50,Jake Cole,The film is never more compelling than when relying on footage of the real radical DREAMer group the National Immigrant Youth Alliance.,"May 27, 2020"
DOC10: 2000 METERS TO ANDRIIVKA,2025,Mstyslav Chernov,Collider,90,Therese Lacson,Chernov offers us a visceral look at what Ukrainian soldiers have been facing for the last decade.,"Jan 26, 2025"
DOC10: 2000 METERS TO ANDRIIVKA,2025,Mstyslav Chernov,Variety,90,Guy Lodge,"Like its predecessor, this is an angry, viscerally illustrative film — but it’s a weary one too, occasionally narrating its first-hand view of military combat with the jaundiced sense of futility that comes with living through long-term conflict.","Jan 27, 2025"
DOC10: 2000 METERS TO ANDRIIVKA,2025,Mstyslav Chernov,The Daily Beast,90,Nick Schager,"A harrowing first-person view of a ceaseless nightmare, defined by both blistering immediacy and crushing sadness.","Jan 29, 2025"
DOC10: 2000 METERS TO ANDRIIVKA,2025,Mstyslav Chernov,IndieWire,83,Christian Blauvelt,2000 Meters to Andriivka” is a grueling watch that can’t possibly capture the full extent of the traumatic day-to-day of waging this war. But even capturing a slice of it is a triumph of empathetic identification.,"Jan 27, 2025"
DOC10: 2000 METERS TO ANDRIIVKA,2025,Mstyslav Chernov,The Film Stage,83,Dan Mecca,It’s worth a warning for those that watch––some images in 2000 Meters to Andriivka you will not soon forget.,"Jan 29, 2025"
DOC10: 2000 METERS TO ANDRIIVKA,2025,Mstyslav Chernov,The Hollywood Reporter,80,Daniel Fienberg,"Half visceral, first-hand treatment of this particular war and half existential meditation on the ephemeral nature of modern warfare in general, 2000 Meters to Andriivka is perhaps less instantly harrowing than 20 Days in Mariupol. But its haunting impact may go further toward reshaping viewer perceptions of the ongoing conflict.","Jan 27, 2025"
DOC10: 2000 METERS TO ANDRIIVKA,2025,Mstyslav Chernov,Screen Daily,80,Amber Wilkinson,"Chernov brings home the sense of violent stalemate so that, even when Andriivka seems within reach, peace still feels a long way off.","Jan 27, 2025"
