Title Searched,Year Searched,Director Searched,Publication,Score,Critic,Snippet,Date Written
Black Bag,2025,Steven Soderbergh,RogerEbert.com,100,Monica Castillo,"The result is absolutely delicious, a svelte piece of entertainment that feels like a vintage yarn yet very much represents our own current anxieties, questions of sustaining trust in relationships and high-stake careers.","Mar 14, 2025"
Black Bag,2025,Steven Soderbergh,The Film Stage,91,Jordan Raup,Seeing how Soderbergh and Koepp can expertly stack the deck to always be one step before the viewer is an exhilarating thrill to behold.,"Mar 6, 2025"
Black Bag,2025,Steven Soderbergh,Original-Cin,91,Jim Slotek,"There are not many films on the release schedule with good writing and plotting, wit and solid acting. That’s an exceptional combination in a quick bite of the spy movie genre.","Mar 13, 2025"
Black Bag,2025,Steven Soderbergh,The Playlist,91,Carlos Aguilar,"Taut yet thoroughly laced with levity, Black Bag plays like the filmic equivalent of a skillfully executed espionage mission in how tight and exact it feels.","Mar 14, 2025"
Black Bag,2025,Steven Soderbergh,The Daily Beast,90,Nick Schager,"When it comes to sleek, stylish genre movies, Soderbergh remains a maestro at the top of his game.","Mar 6, 2025"
Black Bag,2025,Steven Soderbergh,Variety,90,Peter Debruge,Black Bag is a reminder of just how enjoyable Soderbergh can be when he’s riffing on well-worn genre material.,"Mar 6, 2025"
Black Bag,2025,Steven Soderbergh,Screen Daily,90,Tim Grierson,"Highly entertaining from start to finish, the film benefits from David Koepp’s inventive screenplay and Soderbergh’s storytelling swagger.","Mar 6, 2025"
Black Bag,2025,Steven Soderbergh,Rolling Stone,90,David Fear,"It’s a great espionage thriller, and an even better scenes-from-a-marriage drama. Ian Fleming would love this. So would Ingmar Bergman.","Mar 12, 2025"
Black Bag,2025,Steven Soderbergh,The New York Times,90,Manohla Dargis,"By the time Pierce Brosnan shows up, you may find yourself giggling at the whole meta deliciousness of this enterprise. You may also find yourself feverishly hoping that when it comes time to revive the Bond series, someone has the brains to call Koepp and Soderbergh.","Mar 13, 2025"
Black Bag,2025,Steven Soderbergh,Arizona Republic,90,Bill Goodykoontz,"Black Bag, Steven Soderbergh’s outstanding new film, is sleek, cool, polished, smart, smooth — if Soderbergh were a thief, he’d leave no fingerprints.","Mar 13, 2025"
Black Bag,2025,Steven Soderbergh,Wall Street Journal,90,Kyle Smith,"Messrs. Soderbergh and Koepp have followed one of (Elmore) Leonard’s Laws—“Leave out the parts that people skip”—to construct an electric, fast-paced thriller that amounts to one climactic scene piled atop another.","Mar 14, 2025"
Black Bag,2025,Steven Soderbergh,We Got This Covered,90,Charlotte Simmons,"Holding itself to the tip-top standard that the talent involved would imply, 'Black Bag' is intelligent, entertaining, and nearly bulletproof.","Mar 14, 2025"
Black Bag,2025,Steven Soderbergh,TheWrap,88,William Bibbiani,"Human weakness is 'Black Bag’s' greatest strength. It’s an insidiously great spy movie, mature and satisfying.","Mar 6, 2025"
Black Bag,2025,Steven Soderbergh,Boston Globe,88,Odie Henderson,"Soderbergh stages these games of one-upmanship as tight, dialogue-heavy scenes of discomfort and suspense.","Mar 10, 2025"
Black Bag,2025,Steven Soderbergh,The Associated Press,88,Jake Coyle,"Black Bag follows a run of agilely directed thrillers by Soderbergh made with screenwriter David Koepp. They are both at the height of their almost-too-easy powers; the script, especially, is peppered with delectable dialogue.","Mar 12, 2025"
Black Bag,2025,Steven Soderbergh,Chicago Sun-Times,88,Richard Roeper,"I’m not going to pretend I always knew exactly what everyone was talking about as we plunged ever deeper into the weeds of double-crossing and triple-crossing among a batch of mostly iniquitous secret agents, but it’s a zippy and darkly funny ride every step of the way. The dialogue jumps off the page, and the performances are universally brilliant.","Mar 13, 2025"
Black Bag,2025,Steven Soderbergh,Movie Nation,88,Roger Moore,"Koepp and Soderbergh make this as much about mistrust and fidelity in a marriage as it is about spies-gone-wrong. They keep their film intimate and interrogatory, giving it an old fashioned theatrical feel.","Mar 14, 2025"
Black Bag,2025,Steven Soderbergh,Chicago Tribune,88,Michael Phillips,"Black Bag may be modest, and frivolous, but it’s sharp-witted. Every performance feels right.","Mar 14, 2025"
Black Bag,2025,Steven Soderbergh,ReelViews,88,James Berardinelli,"Hollywood’s decision to abandon this kind of storytelling is one reason why cinema in the 2020s has fallen into the doldrums and, when something like Black Bag arrives, it’s a bittersweet reminder of the potential of the big screen experience.","Mar 14, 2025"
Black Bag,2025,Steven Soderbergh,The Globe and Mail (Toronto),88,Barry Hertz,"Blanchett, as always, is flawless as the seductive and secretive Kathryn, but it’s Fassbender who reveals a different side of himself.","Mar 14, 2025"
Black Bag,2025,Steven Soderbergh,LarsenOnFilm,88,Josh Larsen,"Written by David Koepp, who also penned Soderbergh’s Kimi and Presence, Black Bag displays the twists and intrigue you’d expect from a top-rate spy flick, along with some scintillating dialogue. But it’s the movie’s intellectual provocation and formal invention that marks it among Soderbergh’s best work.","Mar 17, 2025"
Black Bag,2025,Steven Soderbergh,The Film Verdict,85,Alonso Duralde,"Black Bag is a not-quite-quotidian spy movie. The stakes are the fate of a relationship, not the fate of the world, and all the pieces come together to make human drama even more interesting than potential apocalypse.","Mar 6, 2025"
Black Bag,2025,Steven Soderbergh,Looper,85,Dominic Griffin,"It's a sharp, sexy, and intoxicating drama that has more in common with Patrick Marber's play ""Closer"" than with most spook stories.","Mar 12, 2025"
Black Bag,2025,Steven Soderbergh,IGN,80,Siddhant Adlakha,"Its story of three couples working at the same British agency turns all the right screws with impeccable timing, forcing its characters to examine the flaws in their relationships as its tale of state secrets gradually unravels.","Mar 6, 2025"
Black Bag,2025,Steven Soderbergh,Paste Magazine,80,Jesse Hassenger,"Without slackening its tension, Black Bag sometimes resembles a bitter comedy of manners, which are apparently also kept in the black bag for certain stretches. These are people who like to tell each other what they find irretrievably boring, especially if it’s each other, whether or not they’re even telling the truth about their disdain.","Mar 6, 2025"
Black Bag,2025,Steven Soderbergh,Time,80,Stephanie Zacharek,"Black Bag succeeds on its chilly wit, and on the cool, nervy appeal of its two stars. Blanchett strides through the movie with lioness grace; Fassbender makes George’s robotic use of logic seem like an aphrodisiac.","Mar 6, 2025"
Black Bag,2025,Steven Soderbergh,Slashfilm,80,Jeremy Mathai,Black Bag is a perfect example of all of Soderbergh's strengths and the heights he's capable of reaching throughout this run-and-gun phase of his post-retirement career.,"Mar 6, 2025"
Black Bag,2025,Steven Soderbergh,Empire,80,John Nugent,"Its pleasures lie in the dialogue, the twists, the reveals. It all leads to a delightful Agatha Christie-style drawing room denouement, in which the rat is exposed, their best-laid plans laid to waste. Like the film as a whole, it’s deliciously, lip-smackingly satisfying.","Mar 6, 2025"
Black Bag,2025,Steven Soderbergh,Time Out,80,Phil de Semlyen,"With this quick-witted and sexually supercharged espionage caper, Steven Soderbergh and his screenwriter David Koepp (Jurassic Park) have just remade Tinker Tailor Soldier Spy for the Industry generation.","Mar 11, 2025"
Black Bag,2025,Steven Soderbergh,Screen Rant,80,Mae Abdulbaki,"Black Bag is engaging and refreshing precisely because it is so personal, raising the stakes to the highest level without having to be extravagant in its set pieces.","Mar 12, 2025"
Black Bag,2025,Steven Soderbergh,The Irish Times,80,Donald Clarke,"No doubt the unrelenting archness will annoy many. But, honed to an economic 93 minutes, Black Bag beats all the current worthless streaming thrillers for wit, pace, style and commitment to the bit.","Mar 12, 2025"
Black Bag,2025,Steven Soderbergh,Collider,80,Ross Bonaime,"With a delectable cast and Soderbergh and Koepp knowing exactly how to twist this story with each new scene and reveal, Black Bag is yet another example that Soderbergh can basically make any genre his own, and thrive in it.","Mar 12, 2025"
Black Bag,2025,Steven Soderbergh,ABC News,80,Peter Travers,"OK, Steven Soderbergh’s sleek, sexy spy thriller is sometimes too cool for school. But oh the twisted, erotic mischief dished out by dynamos Cate Blanchett and Michael Fassbinder as married spies, still hot for each other but wondering if the other is a mole for the wrong side.","Mar 14, 2025"
Black Bag,2025,Steven Soderbergh,i,80,Christina Newland,It’s great fun to watch two actors of such calibre play these wicked games of mistrust and deception – it’s even more fun to see Soderbergh handle his story so deftly.,"Mar 14, 2025"
Black Bag,2025,Steven Soderbergh,Los Angeles Times,80,Amy Nicholson,"It’s a pleasure to enjoy something that’s both straight-faced and freewheeling, like a jazz pedagogue who also knows how to get a crowd dancing.","Mar 14, 2025"
Black Bag,2025,Steven Soderbergh,NME,80,Paul Bradshaw,"It’s a marriage drama, corporate comedy, domestic farce and international surveillance thriller in a tight 90-minute package.","Mar 14, 2025"
Black Bag,2025,Steven Soderbergh,The Telegraph,80,Robbie Collin,"It positions spycraft as a hybrid of occult ritual and parlour game – and perhaps also a grand-scale working-through of deep-seated national jitters. Happily, it’s also enormous fun with it, and has your mind whirring to keep up with David Koepp’s devious screenplay, which gives itself a head start and waits until the very end before willingly surrendering the lead.","Mar 14, 2025"
Black Bag,2025,Steven Soderbergh,The Times,80,Kevin Maher,Soderbergh knows his spy movies and so is careful to inject the film’s more cerebral proceedings with just the right amount of lore and giddy genre hokum.,"Mar 14, 2025"
Black Bag,2025,Steven Soderbergh,The Times,80,Tom Shoan,Fassbender’s crispness is the perfect foil for Blanchett’s immaculately dressed voluptuary: the two entwine in bed like snakes but you never doubt their devotion to one another. Even their treachery feels like a warped kind of love.,"Mar 17, 2025"
Black Bag,2025,Steven Soderbergh,Austin Chronicle,78,Kimberley Jones,"At a silkily dispatched hour and a half, Black Bag is perfectly portioned and entertaining as all get-out.","Mar 13, 2025"
Black Bag,2025,Steven Soderbergh,The A.V. Club,75,Matt Schimkowitz,"For better or worse, the director tucks Black Bag away so cleanly that it’s easy to forget what a good time it is.","Mar 10, 2025"
Black Bag,2025,Steven Soderbergh,Observer,75,Dylan Roth,"Black Bag is light, unpretentious entertainment for grown-ups, a solid 90 minutes of pure, mostly bloodless fun.","Mar 11, 2025"
Black Bag,2025,Steven Soderbergh,IndieWire,75,David Ehrlich,"If Black Bag denies us the kind of duplicitous confrontations that other versions of this story might take pains to savor, Soderbergh’s aversion to giving audiences what they want — and the severe angularity that he tends to offer us now instead — is almost as rewarding here as it was utterly indefensible in “Magic Mike’s Last Dance.”","Mar 12, 2025"
Black Bag,2025,Steven Soderbergh,San Francisco Chronicle,75,G. Allen Johnson,"The cold, efficient and really British spy thriller stars a marvelous Michael Fassbender (“The Killer”), a sly Cate Blanchett (“Tár”) and an underused but most welcome Pierce Brosnan, who all help overcome a ridiculous premise.","Mar 12, 2025"
Black Bag,2025,Steven Soderbergh,Washington Post,75,Ty Burr,"Black Bag is a movie about pros made by a pro, and either you’re up to the challenge or you’re not.","Mar 12, 2025"
Black Bag,2025,Steven Soderbergh,The Atlantic,75,David Sims,"Although Soderbergh’s approach has an artfulness to it; he’s telling a sweeping story while keeping the excitement mostly confined. The result, while self-contained, is gripping, quietly sexy, and robustly acted.","Mar 26, 2025"
