Title Searched,Year Searched,Director Searched,Publication,Score,Critic,Snippet,Date Written
WILD DIAMOND,2024,Agathe Riedinger,Screen Daily,80,Wendy Ide,"The feisty restlessness of Agathe Riedinger’s impressive feature debut belies the profound sadness of its central theme – that for many young women, beauty and pain are one and the same.","May 18, 2024"
WILD DIAMOND,2024,Agathe Riedinger,Variety,80,Owen Gleiberman,"After all the despair, the piling up of glitzy delusion, there’s a feeling of redemption to it connected to what a good movie can do.","May 18, 2024"
WILD DIAMOND,2024,Agathe Riedinger,Collider,80,Emma Kiely,Wild Diamond operates in both the very new wave of movies incorporating the ubiquitous presence of TikTok and the decades-old subgenre of class commentary.,"Nov 19, 2024"
WILD DIAMOND,2024,Agathe Riedinger,TheWrap,78,Steve Pond,"Wild Diamonds is a character study both of Liane and of the culture that has spawned her, and a film that manages to be both empathetic and unforgiving. It won’t make you think she’s making smart choices, but you’ll understand why she’s making bad ones.","May 18, 2024"
WILD DIAMOND,2024,Agathe Riedinger,RogerEbert.com,75,Sheila O'Malley,Wild Diamond doesn’t judge or look down on its main character and doesn’t try to control how we view her. This is a welcome rarity.,"Jul 11, 2025"
WILD DIAMOND,2024,Agathe Riedinger,The New York Times,70,Chris Azzopardi,"Khebizi brings palpable desperation to the role of Liane, despite the limited script, while the cinematographer Noé Bach intimately frames Liane like we’re intruding on her space.","Jul 10, 2025"
WILD DIAMOND,2024,Agathe Riedinger,IndieWire,67,Esther Zuckerman,The screenplay itself fails to get inside Liane’s head as much as Khebizi and the film’s visual style do. You leave feeling like you only scratched the surface of who Liane is. You want more for her as much as she wants more from her small life.,"May 18, 2024"
WILD DIAMOND,2024,Agathe Riedinger,Slant Magazine,63,Marshall Shaffer,The film is at its best when it’s keyed to its main character’s breakneck energy.,"Jul 8, 2025"
WILD DIAMOND,2024,Agathe Riedinger,The Guardian,60,Peter Bradshaw,Khebizi gives a heartfelt performance.,"May 18, 2024"
WILD DIAMOND,2024,Agathe Riedinger,The Hollywood Reporter,60,Lovia Gyarkye,"Wild Diamond features gorgeous and frank observations about influencer culture, but it struggles to assert itself narratively.","May 18, 2024"
WILD DIAMOND,2024,Agathe Riedinger,The Film Verdict,60,Stephen Dalton,"This very modern brand of post-Warholioan digital fame is a much-debated cultural phenomenon, and Wild Diamond adds nothing especially new or insightful to the discourse. That said, Reidinger does display a rare degree of empathy and understanding towards young women who pursue this kind of tabloid celebrity.","May 18, 2024"
WILD DIAMOND,2024,Agathe Riedinger,The Film Stage,42,Savina Petkova,"Khebizi, an acting newcomer, delivers a performance that’s this close to perfection, using her sparse dialogue and highly stylized gestures to make Liane appear almost untouchable. If only the script could live up to the level of complexity her first role achieves.","May 18, 2024"
WILD DIAMOND,2024,Agathe Riedinger,The Times,40,Kevin Maher,"The film hovers uneasily in a narrative grey zone, post-audition yet pre-show, and repeatedly castigates social media and reality TV for turning a generation of human beings into vacuous, camera-ready twits.","Jun 24, 2025"
CHINATOWN,1974,Roman Polanski,ReelViews,100,James Berardinelli,"A nearly flawless example of movie composition, with close examination revealing how carefully it was put together. For those who take a less studious and more visceral approach to movie viewing, it's also worth noting that Chinatown is a superior thriller - one that will keep viewers involved and ""in the moment"" until the final, mournful scene has come to a conclusion.",
CHINATOWN,1974,Roman Polanski,Chicago Sun-Times,100,Roger Ebert,"[Nicholson's] performance is key in keeping Chinatown from becoming just a genre crime picture--that, and a Robert Towne screenplay that evokes an older Los Angeles, a small city in a large desert.",
CHINATOWN,1974,Roman Polanski,TV Guide Magazine,100,Staff (Not Credited),"A wonderfully brooding, suspenseful revisitation of the land of film noir, Chinatown is not only one of the greatest detective films, but one of the most perfectly constructed of all films.",
CHINATOWN,1974,Roman Polanski,Entertainment Weekly,100,Ty Burr,But it's Polanski who pries the genre open until it goes metaphysical.,
CHINATOWN,1974,Roman Polanski,Variety,100,Staff (Not Credited),An outstanding picture.,
CHINATOWN,1974,Roman Polanski,Salon,100,Andrew O'Hehir,"But the greatness of Chinatown, unappreciated by my adolescent self, lies not in its cynical view of the California dream (that's too easy) but in its fatalistic, even tragic conception of America and indeed of human nature.",
CHINATOWN,1974,Roman Polanski,Empire,100,Rob Fraser,"Boasting some of the greats of Hollywood's '70s golden age on top form, this is a never-bettered noir masterpiece.",
CHINATOWN,1974,Roman Polanski,The Telegraph,100,Alastair Sooke,"Polanski honed the screenplay, turning the picture into one of the towering achievements of 1970s cinema.",
CHINATOWN,1974,Roman Polanski,Slant Magazine,100,Jeremiah Kipp,"The exhaustive, labyrinthine narrative is built up like a fortress around this film’s bitter heart.",
CHINATOWN,1974,Roman Polanski,Empire,100,Angie Errigo,"It was Roman Polanski's genius, however, that made the film not merely an intelligent and intricate narrative but a great, disturbing vision.",
CHINATOWN,1974,Roman Polanski,Entertainment Weekly,100,Chris Nashawaty,"It’s one of those rare puzzle-box mysteries where, even if you can’t work it all out, you trust that it all makes sense. And when you do finally solve it — for me, around the fifth viewing — it fills you with the giddy sense of accomplishment you get from polishing off a stubborn New York Times Sunday crossword.",
CHINATOWN,1974,Roman Polanski,The Guardian,100,Peter Bradshaw,"The dialogue is crackling (""Are you alone?"" – ""Isn't everyone?"") and the set pieces, like the one in the antisemitic old people's home, are just superb. Polanski brilliantly shows that money and power are not what's motivating everyone after all. There's a lower stratum of sexual dysfunction and fear at work, which is difficult, if not impossible to understand:: the ultimate meaning of the chaotic ""Chinatown"" of the title. Unmissable.",
CHINATOWN,1974,Roman Polanski,IGN,100,Scott Lowe,"Chinatown's deep focus cinematography, dialogue direction and long takes are identifiably Polanski.",
CHINATOWN,1974,Roman Polanski,The Observer (UK),100,Philip Frech,This film is flawless.,
CHINATOWN,1974,Roman Polanski,Chicago Tribune,100,Michael Wilmington,"Los Angeles has always been the capital city of film noir..., but few movies present a darker, bleaker view of the city than Roman Polanski's 1974 Chinatown. [17 Oct 1997, p.o]",
CHINATOWN,1974,Roman Polanski,Boston Globe,100,Michael Blowen,"It's my favorite movie...Chinatown is a complex reminder of how movies were made when filmmakers held the cards - before product placement, marketers, and agents assumed control of the business. Before movies had to be sold to studios on the basis of zippy one-liners. I dare say that the movie wouldn't stand a chance of getting the green light today unless Julia Roberts was interested in playing Jane Gittes. [5 Nov 1999, p.D5]",
CHINATOWN,1974,Roman Polanski,Movie Nation,100,Roger Moore,"If you love movies you should love the ones with great writing. And if you’re looking for that yardstick against which to better judge any movie that comes along, you can’t do better than immerse yourself in Chinatown.",
CHINATOWN,1974,Roman Polanski,Chicago Reader,80,Don Druker,"A bit abstract, though gorgeously shot (by John Alonzo) and cleverly plotted (by Robert Towne), Polanski's film suggests that the rules of the game are written in some strange, untranslatable language, and that everyone's an alien and, ultimately, a victim.",
CHINATOWN,1974,Roman Polanski,Village Voice,80,Jessica Winter,"In 1974 a director, a screenwriter, and a producer (Robert Evans, who for once deserves a few of the plaudits he's apportioned himself) could decide to beat a genre senseless and then dump it in the wilds of Greek tragedy.  [Review of August 8, 2003 re-release]",
CHINATOWN,1974,Roman Polanski,Time Out,80,Staff (Not Credited),"In 1974 a director (Polanski), a screenwriter (Towne) and a producer (Evans) could decide to beat a genre senseless and dump it in the wilds of Greek tragedy.",
CHINATOWN,1974,Roman Polanski,The New Yorker,80,Pauline Kael,"The film holds you, in a suffocating way. Polanski never lets the story tell itself. It's all over-deliberate, mauve, nightmarish; everyone is yellow-lacquered, and evil runs rampant. You don't care who is hurt, since everything is blighted. And yet the nastiness has a look, and a fascination.",
CHINATOWN,1974,Roman Polanski,The New York Times,70,Vincent Canby,"Mr. Polanski and Mr. Towne attempted nothing so witty and entertaining, being content instead to make a competently stylish, more or less thirites-ish movie that continually made me wish I were back seeing ""The Maltese Falcon"" or ""The Big Sleep."" Others may not be as finicky. [21 June 1974]",
CHINATOWN,1974,Roman Polanski,Chicago Tribune,63,Gene Siskel,"As much as I admire the work of both (Roman) Polanski and (Jack) Nicholson, I found Chinatown tedious from beginning to just before the end. [15 July 1974]",
OLDBOY,2003,Park Chan-wook,Chicago Tribune,100,Michael Wilmington,"It's a movie of such jaw-dropping violence, wild improbability and dazzling style it overpowers all resistance.",
OLDBOY,2003,Park Chan-wook,New York Daily News,100,Jami Bernard,"This hunt for revenge is really a quest for self-discovery. The story, acting and brilliant directing elevate Oldboy into a human struggle to know yourself and your place in the universe, and to live with that sometimes terrible knowledge.",
OLDBOY,2003,Park Chan-wook,Chicago Sun-Times,100,Roger Ebert,"Oldboy is a powerful film not because of what it depicts, but because of the depths of the human heart which it strips bare.",
OLDBOY,2003,Park Chan-wook,New York Post,100,V.A. Musetto,Park's direction is flawless and Jung Jung-hoon's cinematography is stunning.,
OLDBOY,2003,Park Chan-wook,Dallas Observer,100,Luke Y. Thompson,"It's a work of art for sure, but a sadistic one. Oldboy is one of the year's best; it just isn't for everyone. If you're still interested, go for it.",
OLDBOY,2003,Park Chan-wook,Portland Oregonian,100,M. E. Russell,Startling and amazing -- a cinematic hammer to the skull.,
OLDBOY,2003,Park Chan-wook,The Guardian,100,Peter Bradshaw,"It's a movie that you feel you're not so much watching on screen as having beamed directly into your skull from some malign, alien planet of horror.",
OLDBOY,2003,Park Chan-wook,Village Voice,90,Michael Atkinson,"Whatever its oversteps and excesses (I do think Park ran a little amok with the computer gimcrackery), Oldboy has the bulldozing nerve and full-blooded passion of a classic.",
OLDBOY,2003,Park Chan-wook,Salon,90,Stephanie Zacharek,"Anguished, beautiful and desperately alive, Oldboy is a dazzling work of pop-culture artistry.",
OLDBOY,2003,Park Chan-wook,The Atlantic,90,David Sims,"Oldboy is mostly absorbing because of the intense anguish radiating off the screen at all times; Park’s ability to effectively communicate obsession, and put the audience in the head of someone who has almost entirely lost touch with his sense of self, feels unparalleled to this day.",
OLDBOY,2003,Park Chan-wook,Rolling Stone,88,Peter Travers,"As always with Park Chanwook, you just hold on and let him rip.",
OLDBOY,2003,Park Chan-wook,Premiere,88,Glenn Kenny,"Once the picture gets into Hollywood's bloodstream, it could well prove to be as influential as John Woo's 1989 crime thriller, ""The Killer.""",
OLDBOY,2003,Park Chan-wook,Variety,80,Derek Elley,"A wild, intensely cinematic ride into two men's burning desire to get even.",
OLDBOY,2003,Park Chan-wook,The A.V. Club,80,Scott Tobias,"The result is a powerfully visceral experience that justifies itself almost entirely on surface chops, with striking color composition and a complex sound design that elevates the story to an operatic scale.",
OLDBOY,2003,Park Chan-wook,Slate,80,David Edelstein,"Obviously, this sort of taboo-flouting imagery isn't for everyone, but Park's vision is all of a piece.",
OLDBOY,2003,Park Chan-wook,TV Guide Magazine,80,Maitland McDonagh,"This is absolutely not a film for all tastes, but it's a masterpiece of pitiless power whose audacious, ambiguous climax strikes a note of insane romanticism as haunting as it is perverse.",
OLDBOY,2003,Park Chan-wook,Wall Street Journal,80,Joe Morgenstern,"His film is not for the weak of stomach or heart, but it's a stunner all the same.",
OLDBOY,2003,Park Chan-wook,Washington Post,80,Desson Thomson,"You will surely leave this movie shocked, shaken and surprisingly moved. And definitely stuck on that poor octopus.",
OLDBOY,2003,Park Chan-wook,Washington Post,80,Stephen Hunter,"Its magnificence is that it takes itself dead serious. It's not entertainment, but it's sure a piece of toughness.",
OLDBOY,2003,Park Chan-wook,Austin Chronicle,78,Marc Savlov,"While the climax is admittedly something of a letdown after all the build-up, it's a hopelessly, helplessly original film, all guts, no glory.",
OLDBOY,2003,Park Chan-wook,ReelViews,75,James Berardinelli,"Regardless of how you look at Oldboy, it's unlike anything you are likely to have seen before.",
OLDBOY,2003,Park Chan-wook,Christian Science Monitor,75,David Sterritt,As mysterious as it is sinister.,
OLDBOY,2003,Park Chan-wook,Boston Globe,75,Ty Burr,"More than anything else, Oldboy recalls Alfred Hitchcock with all restraint tossed to the wind, or Hitchcock's most obsessed devotee, Brian De Palma, at his most nastily inspired.",
OLDBOY,2003,Park Chan-wook,San Francisco Chronicle,75,Walter Addiego,"This nightmarish revenge drama from Korea is grueling, intense, cruel -- the very definition of extreme cinema.",
OLDBOY,2003,Park Chan-wook,The Globe and Mail (Toronto),75,Liam Lacey,"This is a movie about draining, tenderizing and chopping up the audience emotionally.",
OLDBOY,2003,Park Chan-wook,Los Angeles Times,70,Carina Chocano,It says something when you come out of a film as weird and fantastical as Oldboy and feel that you've experienced something truly authentic. I just don't know what. I can't think of anything to compare it to.,
OLDBOY,2003,Park Chan-wook,Seattle Post-Intelligencer,67,Sean Axmaker,"It's just the kind of film that you'd expect a jury led by Quentin Tarantino to choose, a bloody and brutal revenge film immersed in madness and directed with operatic intensity.",
OLDBOY,2003,Park Chan-wook,The New Yorker,60,Anthony Lane,Oldboy has the fatal air of wanting so desperately to be a cult movie that it forgets to present itself as a coherent one.,
OLDBOY,2003,Park Chan-wook,Entertainment Weekly,50,Lisa Schwarzbaum,"Oldboy caused a love-it-or-hate-it stir at Cannes last year, and how could it not: It's an onslaught made to cause a sensation. Consider me simultaneously jolted and depressed.",
OLDBOY,2003,Park Chan-wook,The New York Times,50,Manohla Dargis,"Entertaining to watch - notwithstanding the scene in which Dae-su eats a live animal - which is a good thing, because there is not much to think about here, outside of the choreographed mayhem.",
OLDBOY,2003,Park Chan-wook,Baltimore Sun,50,Michael Sragow,"Despite its director's skill at staging trash with dash, Oldboy is too long and portentous to be an enjoyable B movie. The movie's self-seriousness short-circuits its sensationalism.",
OLDBOY,2003,Park Chan-wook,Chicago Reader,40,J.R. Jones,There's a lot less here than meets the eye.,
OLDBOY,2003,Park Chan-wook,L.A. Weekly,10,,"Put simply, in my humble opinion, Oldboy sucks.",
POPEYE,1980,Robert Altman,Time Out London,90,Geoff Andrew,"With Williams giving a virtuoso fast-mumbling performance as the hero, and gags ranging from expertly choreographed slapstick to subtle verbal infelicities (Popeye muttering about 'venerable disease'), it is far too sophisticated to function merely as kids' fodder. Often, watching the actors contorting themselves into non-human shapes, you wonder how on earth Altman did it; equally often, you feel you are watching a wacky masterpiece, the like of which you've never seen before.",
POPEYE,1980,Robert Altman,Chicago Sun-Times,88,Roger Ebert,"It's clear that this movie has an affection for Popeye, and so much regard for the sailor man that it even bothers to reveal the real truth about his opinion of spinach.",
POPEYE,1980,Robert Altman,Chicago Tribune,88,Gene Siskel,"A charming, adult-oriented saga of the famous cartoon character that comes alive only when Popeye finds his baby, Swee'pea. [19 Dec 1980, p.10]",
POPEYE,1980,Robert Altman,Slant Magazine,88,Eric Henderson,Altman directs the complex web of social interactions with a frame that’s both inclusive and prying. And the actors he collected and dropped in Malta’s simulated community help evoke an atmosphere that is genial yet guarded. Shelly Duvall couldn’t possibly have played Olive Oyl badly.,
POPEYE,1980,Robert Altman,The Dissolve,80,Scott Tobias,"Even the flaws mesh with the overall fabric of the film in a way that impeccably choreographed musical numbers and fight scenes might not have. Altman reverses the emphasis of most mainstream family entertainments, which are about pace and snap, and instead favors a gentle, more inviting evocation of Sweethaven and its oddball inhabitants. Robert Evans wanted an answer to the Broadway hit Annie. Instead, he got a Robert Altman film.",
POPEYE,1980,Robert Altman,Boston Globe,75,Bruce McCabe,"One of the major problems facing Hollywood today is the lack of will and energy to make movies that can charm youngsters without boring their parents. Popeye is an important contribution toward the solution. It's not a sophisticated film. But it's a gratifyingly engaging one. [12 Dec 1980, p.1]",
POPEYE,1980,Robert Altman,Washington Post,70,Judith Martin,"Considering how firmly the image of Popeye is fixed in the minds of all spinach-bred Americans, it's daring of the film to open by showing the character in its familiar cartoon form. But Robin Williams so utterly captures the Popeye idea as to justify this, and Shelley Duvall is such a perfect Olive Oyl that it will always be difficult to imagine her impersonating a human being. [19 Dec 1980, p.20]",
POPEYE,1980,Robert Altman,The New York Times,60,Vincent Canby,"Miss Duvall is superb - genteely ladylike one minute, a woman of volcanic passions the next.",
POPEYE,1980,Robert Altman,The New Yorker,60,Pauline Kael,"The picture doesn't come together and much of it is cluttered, squawky, and eerily unfunny. But there are lovely moments --especially when Olive is loping along or singing, and when she and Popeye are gazing adoringly at the foundling Swee'Pea (Wesley Ivan Hurt).",
POPEYE,1980,Robert Altman,Variety,50,Staff (Not Credited),"It is more than faint praise to say that Popeye is far, far better than it might have been, considering the treacherous challenge it presented. But avoiding disaster is not necessarily the same as success.",
POPEYE,1980,Robert Altman,Chicago Reader,50,Dave Kehr,"Robert Altman's busy, detailed mise-en-scene, flattened cartoon-style through space-compacting long lenses, does capture some of the frenetic atmosphere of the Fleischer cartoons, but it tends to crowd out, and neutralize, the story values.",
POPEYE,1980,Robert Altman,Newsweek,50,David Ansen,"This is high-risk chemistry, and the results are bizarre. The bulging forearms and corncob pipe are in place, but this Popeye hates spinach. The plot hinges on his Oedipal search for his Pappy (Ray Walston), the songs and minimal dances are designed for singers who can't sing and dancers who can't dance, and this gruff icon of pug nacious, all-American goodness has been set adrift on an abstract isle that can perhaps best be described as backlot Ionesco. Popeye's air of alienated whimsy makes for an odd family movie indeed. [22 Dec 1980, p.72]",
POPEYE,1980,Robert Altman,TV Guide Magazine,40,Staff (Not Credited),"The film's real star is its magnificent set (filmed and constructed in Malta), though Williams manages to screw up his face and eye in a credible imitation of the drawings, and Duvall is perfect as the gangly Olive Oyl.",
POPEYE,1980,Robert Altman,The Globe and Mail (Toronto),25,Jay Scott,"A shamelessly commercial and determinedly vulgar director, such as Flash Gordon's Mike Hodges, might have made the film work; it might have succeeded on one level instead of failing on many. [13 Dec 1980, p.E7]",
WHISPER OF THE HEART,1995,Yoshifumi Kondô,ReelViews,88,James Berardinelli,"An affecting and endearing collaboration between Miyazaki and Kondo, it weds a coming-of-age story with a flight of fancy to good effect. Although often overshadowed by more popular titles in the Studio Ghibli catalog, this is as deserving as any 1990s Japanese animated film to be seen and enjoyed.",
WHISPER OF THE HEART,1995,Yoshifumi Kondô,The A.V. Club,83,Noel Murray,"Studio Ghibli productions have always been adept at making the fantastic seem real, but with Whisper Of The Heart, Kondo and Miyazaki focus so intensely on the everyday that they make the real seem fantastic.",
WHISPER OF THE HEART,1995,Yoshifumi Kondô,CineVue,80,Patrick Gamble,A lovingly crafted and well observed story about adolescent self discovery – and to this day remains one of the most remarkable films produced by Studio Ghibli.,
WHISPER OF THE HEART,1995,Yoshifumi Kondô,The New York Times,60,Mike Hale,"Mr. Miyazaki wrote the screenplay for a love story about a shy girl and an aspiring violin maker (and a talking cat), but the result looks like a lot of non-Ghibli anime.",
PSYCHO,1960,Alfred Hitchcock,Chicago Sun-Times,100,Roger Ebert,"What makes Psycho immortal, when so many films are already half-forgotten as we leave the theater, is that it connects directly with our fears: Our fears that we might impulsively commit a crime, our fears of the police, our fears of becoming the victim of a madman, and of course our fears of disappointing our mothers.",
PSYCHO,1960,Alfred Hitchcock,The Telegraph,100,Mark Monahan,"Hitchcock's mischievous genius for audience manipulation is everywhere: in the noirish angularity of the cinematography, in his use of Bernard Herrmann's stabbing string score, in the ornithological imagery that creates a bizarre sense of preying and being preyed upon.",
PSYCHO,1960,Alfred Hitchcock,Slant Magazine,100,Bill Weber,"Felt in the full impact of a theatrical screening (with the pleasure of seeing patrons reflexively kick or stiffen at the sight of Miles startled by her mirrored reflection), its power is not just that of a showman’s calibrated scare machine, but of a somber fugue on the trapped 20th-century creatures who inhabit its world, clawing but never budging an inch.",
PSYCHO,1960,Alfred Hitchcock,Empire,100,David Parkinson,Timeless classic. Superb performances and the infamous shower scene make this the perfect nightmare.,
PSYCHO,1960,Alfred Hitchcock,The New Yorker,100,Richard Brody,"Psycho, in its dark and sordid extravagance, remains utterly contemporary, in its subject as well as in its production.",
PSYCHO,1960,Alfred Hitchcock,New York Daily News,100,Wanda Hale,"The obvious thing to say is that Hitch has done it again; that the suspense of his picture builds up slowly but surely to an almost unbearable pitch of excitement. Psycho is a murder mystery. It isn’t Hitchcock’s usual terrifier, a shocker of the nervous system; it’s a mind-teaser.",
PSYCHO,1960,Alfred Hitchcock,The Guardian,100,Mark Kermode,It was Anthony Perkins's maternally obsessed misfit in Psycho who most perfectly distilled the modern fear of the monster who looks just like you.,
PSYCHO,1960,Alfred Hitchcock,San Francisco Chronicle,100,Paine Knickerbocker,"He has very shrewdly interwoven crime, sex and suspense, blended the real and the unreal in fascinating proportions and punctuated his film with several quick, grisly and unnerving surprises.",
PSYCHO,1960,Alfred Hitchcock,Time Out London,100,David Jenkins,"It offers perfect case studies of suspense, paranoia and montage for lazy film-studies tutors. And, of course, it was the first movie to show a toilet flushing, so we might also credit it with spawning the entire gross-out genre. Psycho: we salute you.",
PSYCHO,1960,Alfred Hitchcock,TV Guide Magazine,100,Staff (Not Credited),"It's got a jet black sense of humor that becomes increasingly apparent upon repeated viewings and there's no doubt that it is masterful filmmaking. Hitchcock himself approached it almost as a technical joke...The film is a textbook example of audience manipulation, as Hitchcock shifts our identification from character to character with the alacrity of a magician.",
PSYCHO,1960,Alfred Hitchcock,Village Voice,100,Andrew Sarris,"Psycho should be seen at least three times by any discerning film-goer, the first time for the sheer terror of the experience, and on this occasion I fully agree with Hitchcock that only a congenital spoilsport would reveal the plot; the second time for the macabre comedy inherent in the conception of the film; and the third for all the hidden meanings and symbols lurking beneath the surface of the first American movie since “Touch of Evil” to stand in the same creative rank as the great European films. [This was Mr. Sarris's first appearance in the Voice.]",
